"zcta5","county","cousubfp","cbsa","metdiv","cntyname","cousubnm","cbsaname","mdivname","zipname","pop10","afact"
"ZIP Census Tabulation Area","county","cousubfp","cbsa","metdiv","cntyname","County Subdivision Name","CBSA Name","Metro Div Name","zipname","Total Pop, 2010 census","zcta5 to metdiv alloc factor"
"64733","29083","05392"," "," ","Henry MO","Big Creek township"," "," ","Chilhowee, MO",22,0.019 
"64733","29083","67088"," "," ","Henry MO","Shawnee township"," "," ","Chilhowee, MO",210,0.181 
"64733","29101","12700","47660"," ","Johnson MO","Centerview township","Warrensburg, MO"," ","Chilhowee, MO",6,0.005 
"64733","29101","13672","47660"," ","Johnson MO","Chilhowee township","Warrensburg, MO"," ","Chilhowee, MO",786,0.678 
"64733","29101","59312","47660"," ","Johnson MO","Post Oak township","Warrensburg, MO"," ","Chilhowee, MO",135,0.116 
"64734","29037","19738","28140"," ","Cass MO","Dolan township","Kansas City, MO-KS"," ","Cleveland, MO",90,0.045 
"64734","29037","74536","28140"," ","Cass MO","Union township","Kansas City, MO-KS"," ","Cleveland, MO",1130,0.564 
"64734","29037","78694","28140"," ","Cass MO","West Dolan township","Kansas City, MO-KS"," ","Cleveland, MO",784,0.391 
"64735","29015","73564"," "," ","Benton MO","Tom township"," "," ","Clinton, MO",192,0.014 
"64735","29083","05140"," "," ","Henry MO","Bethlehem township"," "," ","Clinton, MO",731,0.055 
"64735","29083","05392"," "," ","Henry MO","Big Creek township"," "," ","Clinton, MO",13,0.001 
"64735","29083","15004"," "," ","Henry MO","Clinton township"," "," ","Clinton, MO",8595,0.648 
"64735","29083","18388"," "," ","Henry MO","Davis township"," "," ","Clinton, MO",216,0.016 
"64735","29083","18784"," "," ","Henry MO","Deer Creek township"," "," ","Clinton, MO",300,0.023 
"64735","29083","24148"," "," ","Henry MO","Fields Creek township"," "," ","Clinton, MO",1654,0.125 
"64735","29083","32860"," "," ","Henry MO","Honey Creek township"," "," ","Clinton, MO",151,0.011 
"64735","29083","41384"," "," ","Henry MO","Leesville township"," "," ","Clinton, MO",1075,0.081 
"64735","29083","67088"," "," ","Henry MO","Shawnee township"," "," ","Clinton, MO",219,0.017 
"64735","29083","70018"," "," ","Henry MO","Springfield township"," "," ","Clinton, MO",46,0.003 
"64735","29083","72592"," "," ","Henry MO","Tebo township"," "," ","Clinton, MO",56,0.004 
"64735","29083","76624"," "," ","Henry MO","Walker township"," "," ","Clinton, MO",10,0.001 
"64738","29185","15580"," "," ","St. Clair MO","Collins township"," "," ","Collins, MO",593,0.516 
"64738","29185","18100"," "," ","St. Clair MO","Dallas township"," "," ","Collins, MO",125,0.109 
"64738","29185","20008"," "," ","St. Clair MO","Doyal township"," "," ","Collins, MO",255,0.222 
"64738","29185","77686"," "," ","St. Clair MO","Washington township"," "," ","Collins, MO",176,0.153 
"64739","29037","18604","28140"," ","Cass MO","Dayton township","Kansas City, MO-KS"," ","Creighton, MO",8,0.008 
"64739","29037","67394","28140"," ","Cass MO","Sherman township","Kansas City, MO-KS"," ","Creighton, MO",791,0.793 
"64739","29083","06850"," "," ","Henry MO","Bogard township"," "," ","Creighton, MO",198,0.199 
"64740","29083","03736"," "," ","Henry MO","Bear Creek township"," "," ","Deepwater, MO",10,0.005 
"64740","29083","23482"," "," ","Henry MO","Fairview township"," "," ","Deepwater, MO",828,0.439 
"64740","29083","55136"," "," ","Henry MO","Osage township"," "," ","Deepwater, MO",779,0.413 
"64740","29185","10108"," "," ","St. Clair MO","Butler township"," "," ","Deepwater, MO",85,0.045 
"64740","29185","13024"," "," ","St. Clair MO","Chalk Level township"," "," ","Deepwater, MO",68,0.036 
"64740","29185","36080"," "," ","St. Clair MO","Jackson township"," "," ","Deepwater, MO",93,0.049 
"64740","29185","49142"," "," ","St. Clair MO","Monegaw township"," "," ","Deepwater, MO",21,0.011 
"64741","29217","15166"," "," ","Vernon MO","Coal township"," "," ","Deerfield, MO",263,0.749 
"64741","29217","18820"," "," ","Vernon MO","Deerfield township"," "," ","Deerfield, MO",88,0.251 
"64742","29013","20800","28140"," ","Bates MO","East Boone township","Kansas City, MO-KS"," ","Drexel, MO",52,0.024 
"64742","29013","78604","28140"," ","Bates MO","West Boone township","Kansas City, MO-KS"," ","Drexel, MO",578,0.264 
"64742","29037","15382","28140"," ","Cass MO","Coldwater township","Kansas City, MO-KS"," ","Drexel, MO",1217,0.555 
"64742","29037","19738","28140"," ","Cass MO","Dolan township","Kansas City, MO-KS"," ","Drexel, MO",46,0.021 
"64742","29037","22942","28140"," ","Cass MO","Everett township","Kansas City, MO-KS"," ","Drexel, MO",238,0.109 
"64742","29037","78694","28140"," ","Cass MO","West Dolan township","Kansas City, MO-KS"," ","Drexel, MO",62,0.028 
"64743","29037","10936","28140"," ","Cass MO","Camp Branch township","Kansas City, MO-KS"," ","East Lynne, MO",292,1 
"64744","29039","04600"," "," ","Cedar MO","Benton township"," "," ","El Dorado Springs, MO",368,0.047 
"64744","29039","07696"," "," ","Cedar MO","Box township"," "," ","El Dorado Springs, MO",5796,0.74 
"64744","29039","12178"," "," ","Cedar MO","Cedar township"," "," ","El Dorado Springs, MO",482,0.062 
"64744","29039","77272"," "," ","Cedar MO","Washington township"," "," ","El Dorado Springs, MO",3,0 
"64744","29185","63092"," "," ","St. Clair MO","Roscoe township"," "," ","El Dorado Springs, MO",154,0.02 
"64744","29185","69356"," "," ","St. Clair MO","Speedwell township"," "," ","El Dorado Springs, MO",385,0.049 
"64744","29217","14644"," "," ","Vernon MO","Clear Creek township"," "," ","El Dorado Springs, MO",282,0.036 
"64744","29217","49484"," "," ","Vernon MO","Montevallo township"," "," ","El Dorado Springs, MO",59,0.008 
"64744","29217","76318"," "," ","Vernon MO","Virgil township"," "," ","El Dorado Springs, MO",307,0.039 
"64745","29013","51950","28140"," ","Bates MO","New Home township","Kansas City, MO-KS"," ","Foster, MO",7,0.06 
"64745","29013","76804","28140"," ","Bates MO","Walnut township","Kansas City, MO-KS"," ","Foster, MO",110,0.94 
"64746","29037","19738","28140"," ","Cass MO","Dolan township","Kansas City, MO-KS"," ","Freeman, MO",1316,0.922 
"64746","29037","28252","28140"," ","Cass MO","Grand River township","Kansas City, MO-KS"," ","Freeman, MO",97,0.068 
"64746","29037","78694","28140"," ","Cass MO","West Dolan township","Kansas City, MO-KS"," ","Freeman, MO",15,0.011 
"64747","29037","02620","28140"," ","Cass MO","Austin township","Kansas City, MO-KS"," ","Garden City, MO",71,0.018 
"64747","29037","10936","28140"," ","Cass MO","Camp Branch township","Kansas City, MO-KS"," ","Garden City, MO",1145,0.293 
"64747","29037","18604","28140"," ","Cass MO","Dayton township","Kansas City, MO-KS"," ","Garden City, MO",1063,0.272 
"64747","29037","35072","28140"," ","Cass MO","Index township","Kansas City, MO-KS"," ","Garden City, MO",1368,0.35 
"64747","29037","67394","28140"," ","Cass MO","Sherman township","Kansas City, MO-KS"," ","Garden City, MO",25,0.006 
"64747","29101","63146","47660"," ","Johnson MO","Rose Hill township","Warrensburg, MO"," ","Garden City, MO",238,0.061 
"64748","29011","27694"," "," ","Barton MO","Golden City township"," "," ","Golden City, MO",1019,0.683 
"64748","29011","52238"," "," ","Barton MO","Newport township"," "," ","Golden City, MO",7,0.005 
"64748","29011","61454"," "," ","Barton MO","Richland township"," "," ","Golden City, MO",43,0.029 
"64748","29057","12196"," "," ","Dade MO","Cedar township"," "," ","Golden City, MO",13,0.009 
"64748","29057","28432"," "," ","Dade MO","Grant township"," "," ","Golden City, MO",112,0.075 
"64748","29057","45992"," "," ","Dade MO","Marion township"," "," ","Golden City, MO",87,0.058 
"64748","29097","42788","27900"," ","Jasper MO","Lincoln township","Joplin, MO"," ","Golden City, MO",159,0.106 
"64748","29097","44930","27900"," ","Jasper MO","McDonald township","Joplin, MO"," ","Golden City, MO",20,0.013 
"64748","29109","61040"," "," ","Lawrence MO","Red Oak township"," "," ","Golden City, MO",33,0.022 
"64750","29217","02872"," "," ","Vernon MO","Bacon township"," "," ","Harwood, MO",248,0.586 
"64750","29217","06598"," "," ","Vernon MO","Blue Mound township"," "," ","Harwood, MO",19,0.045 
"64750","29217","14644"," "," ","Vernon MO","Clear Creek township"," "," ","Harwood, MO",156,0.369 
"64752","29013","33310","28140"," ","Bates MO","Howard township","Kansas City, MO-KS"," ","Hume, MO",422,0.574 
"64752","29013","76804","28140"," ","Bates MO","Walnut township","Kansas City, MO-KS"," ","Hume, MO",116,0.158 
"64752","29217","31672"," "," ","Vernon MO","Henry township"," "," ","Hume, MO",187,0.254 
"64752","29217","47630"," "," ","Vernon MO","Metz township"," "," ","Hume, MO",10,0.014 
"64755","29011","51248"," "," ","Barton MO","Nashville township"," "," ","Jasper, MO",109,0.042 
"64755","29011","53048"," "," ","Barton MO","Northfork township"," "," ","Jasper, MO",105,0.04 
"64755","29011","61454"," "," ","Barton MO","Richland township"," "," ","Jasper, MO",229,0.088 
"64755","29097","20602","27900"," ","Jasper MO","Duval township","Joplin, MO"," ","Jasper, MO",361,0.139 
"64755","29097","42788","27900"," ","Jasper MO","Lincoln township","Joplin, MO"," ","Jasper, MO",84,0.032 
"64755","29097","48692","27900"," ","Jasper MO","Mineral township","Joplin, MO"," ","Jasper, MO",260,0.1 
"64755","29097","59906","27900"," ","Jasper MO","Preston township","Joplin, MO"," ","Jasper, MO",1174,0.452 
"64755","29097","67340","27900"," ","Jasper MO","Sheridan township","Joplin, MO"," ","Jasper, MO",274,0.106 
"64756","29039","04600"," "," ","Cedar MO","Benton township"," "," ","Jerico Springs, MO",627,0.845 
"64756","29039","43166"," "," ","Cedar MO","Linn township"," "," ","Jerico Springs, MO",2,0.003 
"64756","29057","12196"," "," ","Dade MO","Cedar township"," "," ","Jerico Springs, MO",113,0.152 
"64759","29011","03502"," "," ","Barton MO","Barton City township"," "," ","Lamar, MO",83,0.01 
"64759","29011","12736"," "," ","Barton MO","Central township"," "," ","Lamar, MO",415,0.05 
"64759","29011","13897"," "," ","Barton MO","City township"," "," ","Lamar, MO",4532,0.55 
"64759","29011","20026"," "," ","Barton MO","Doylesport township"," "," ","Lamar, MO",132,0.016 
"64759","29011","27694"," "," ","Barton MO","Golden City township"," "," ","Lamar, MO",78,0.009 
"64759","29011","40394"," "," ","Barton MO","Lamar township"," "," ","Lamar, MO",1490,0.181 
"64759","29011","48116"," "," ","Barton MO","Milford township"," "," ","Lamar, MO",262,0.032 
"64759","29011","51248"," "," ","Barton MO","Nashville township"," "," ","Lamar, MO",44,0.005 
"64759","29011","52238"," "," ","Barton MO","Newport township"," "," ","Lamar, MO",330,0.04 
"64759","29011","53048"," "," ","Barton MO","Northfork township"," "," ","Lamar, MO",158,0.019 
"64759","29011","61454"," "," ","Barton MO","Richland township"," "," ","Lamar, MO",257,0.031 
"64759","29011","74482"," "," ","Barton MO","Union township"," "," ","Lamar, MO",443,0.054 
"64759","29057","12196"," "," ","Dade MO","Cedar township"," "," ","Lamar, MO",20,0.002 
"64761","29083","67088"," "," ","Henry MO","Shawnee township"," "," ","Leeton, MO",42,0.028 
"64761","29083","72592"," "," ","Henry MO","Tebo township"," "," ","Leeton, MO",97,0.065 
"64761","29101","36836","47660"," ","Johnson MO","Jefferson township","Warrensburg, MO"," ","Leeton, MO",158,0.106 
"64761","29101","59312","47660"," ","Johnson MO","Post Oak township","Warrensburg, MO"," ","Leeton, MO",1196,0.801 
"64762","29011","03502"," "," ","Barton MO","Barton City township"," "," ","Liberal, MO",167,0.104 
"64762","29011","12736"," "," ","Barton MO","Central township"," "," ","Liberal, MO",146,0.091 
"64762","29011","41618"," "," ","Barton MO","Leroy township"," "," ","Liberal, MO",223,0.139 
"64762","29011","51248"," "," ","Barton MO","Nashville township"," "," ","Liberal, MO",145,0.09 
"64762","29011","55748"," "," ","Barton MO","Ozark township"," "," ","Liberal, MO",923,0.575 
"64763","29185","10108"," "," ","St. Clair MO","Butler township"," "," ","Lowry City, MO",1084,0.691 
"64763","29185","13024"," "," ","St. Clair MO","Chalk Level township"," "," ","Lowry City, MO",117,0.075 
"64763","29185","36080"," "," ","St. Clair MO","Jackson township"," "," ","Lowry City, MO",323,0.206 
"64763","29185","49142"," "," ","St. Clair MO","Monegaw township"," "," ","Lowry City, MO",44,0.028 
"64765","29217","47630"," "," ","Vernon MO","Metz township"," "," ","Metz, MO",44,1 
"64767","29217","02926"," "," ","Vernon MO","Badger township"," "," ","Milo, MO",76,0.093 
"64767","29217","12646"," "," ","Vernon MO","Center township"," "," ","Milo, MO",2,0.002 
"64767","29217","19972"," "," ","Vernon MO","Dover township"," "," ","Milo, MO",323,0.393 
"64767","29217","20242"," "," ","Vernon MO","Drywood township"," "," ","Milo, MO",179,0.218 
"64767","29217","49484"," "," ","Vernon MO","Montevallo township"," "," ","Milo, MO",128,0.156 
"64767","29217","76318"," "," ","Vernon MO","Virgil township"," "," ","Milo, MO",113,0.138 
"64769","29011","51248"," "," ","Barton MO","Nashville township"," "," ","Mindenmines, MO",3,0.005 
"64769","29011","55748"," "," ","Barton MO","Ozark township"," "," ","Mindenmines, MO",155,0.254 
"64769","29011","69194"," "," ","Barton MO","South West township"," "," ","Mindenmines, MO",453,0.741 
"64770","29013","18712","28140"," ","Bates MO","Deepwater township","Kansas City, MO-KS"," ","Montrose, MO",102,0.097 
"64770","29013","70198","28140"," ","Bates MO","Spruce township","Kansas City, MO-KS"," ","Montrose, MO",29,0.027 
"64770","29083","03736"," "," ","Henry MO","Bear Creek township"," "," ","Montrose, MO",173,0.164 
"64770","29083","18388"," "," ","Henry MO","Davis township"," "," ","Montrose, MO",25,0.024 
"64770","29083","18748"," "," ","Henry MO","Deepwater township"," "," ","Montrose, MO",573,0.543 
"64770","29083","76624"," "," ","Henry MO","Walker township"," "," ","Montrose, MO",118,0.112 
"64770","29185","01504"," "," ","St. Clair MO","Appleton township"," "," ","Montrose, MO",3,0.003 
"64770","29185","49142"," "," ","St. Clair MO","Monegaw township"," "," ","Montrose, MO",33,0.031 
"64771","29217","12646"," "," ","Vernon MO","Center township"," "," ","Moundville, MO",20,0.033 
"64771","29217","15166"," "," ","Vernon MO","Coal township"," "," ","Moundville, MO",9,0.015 
"64771","29217","18820"," "," ","Vernon MO","Deerfield township"," "," ","Moundville, MO",159,0.261 
"64771","29217","20242"," "," ","Vernon MO","Drywood township"," "," ","Moundville, MO",13,0.021 
"64771","29217","30592"," "," ","Vernon MO","Harrison township"," "," ","Moundville, MO",62,0.102 
"64771","29217","50348"," "," ","Vernon MO","Moundville township"," "," ","Moundville, MO",347,0.569 
"64772","29217","02926"," "," ","Vernon MO","Badger township"," "," ","Nevada, MO",393,0.029 
"64772","29217","12646"," "," ","Vernon MO","Center township"," "," ","Nevada, MO",9642,0.709 
"64772","29217","18820"," "," ","Vernon MO","Deerfield township"," "," ","Nevada, MO",662,0.049 
"64772","29217","20242"," "," ","Vernon MO","Drywood township"," "," ","Nevada, MO",242,0.018 
"64772","29217","39818"," "," ","Vernon MO","Lake township"," "," ","Nevada, MO",35,0.003 
"64772","29217","50348"," "," ","Vernon MO","Moundville township"," "," ","Nevada, MO",58,0.004 
"64772","29217","55226"," "," ","Vernon MO","Osage township"," "," ","Nevada, MO",45,0.003 
"64772","29217","76318"," "," ","Vernon MO","Virgil township"," "," ","Nevada, MO",23,0.002 
"64772","29217","76678"," "," ","Vernon MO","Walker township"," "," ","Nevada, MO",98,0.007 
"64772","29217","77740"," "," ","Vernon MO","Washington township"," "," ","Nevada, MO",2398,0.176 
"64776","29015","00586"," "," ","Benton MO","Alexander township"," "," ","Osceola, MO",43,0.011 
"64776","29185","10108"," "," ","St. Clair MO","Butler township"," "," ","Osceola, MO",223,0.057 
"64776","29185","12628"," "," ","St. Clair MO","Center township"," "," ","Osceola, MO",250,0.063 
"64776","29185","13024"," "," ","St. Clair MO","Chalk Level township"," "," ","Osceola, MO",4,0.001 
"64776","29185","18100"," "," ","St. Clair MO","Dallas township"," "," ","Osceola, MO",219,0.056 
"64776","29185","20008"," "," ","St. Clair MO","Doyal township"," "," ","Osceola, MO",330,0.084 
"64776","29185","36080"," "," ","St. Clair MO","Jackson township"," "," ","Osceola, MO",201,0.051 
"64776","29185","49142"," "," ","St. Clair MO","Monegaw township"," "," ","Osceola, MO",14,0.004 
"64776","29185","55208"," "," ","St. Clair MO","Osage township"," "," ","Osceola, MO",136,0.035 
"64776","29185","55406"," "," ","St. Clair MO","Osceola township"," "," ","Osceola, MO",1923,0.488 
"64776","29185","58862"," "," ","St. Clair MO","Polk township"," "," ","Osceola, MO",289,0.073 
"64776","29185","63092"," "," ","St. Clair MO","Roscoe township"," "," ","Osceola, MO",310,0.079 
"64778","29217","15166"," "," ","Vernon MO","Coal township"," "," ","Richards, MO",2,0.003 
"64778","29217","18820"," "," ","Vernon MO","Deerfield township"," "," ","Richards, MO",2,0.003 
"64778","29217","31672"," "," ","Vernon MO","Henry township"," "," ","Richards, MO",44,0.063 
"64778","29217","39818"," "," ","Vernon MO","Lake township"," "," ","Richards, MO",174,0.248 
"64778","29217","47630"," "," ","Vernon MO","Metz township"," "," ","Richards, MO",99,0.141 
"64778","29217","55226"," "," ","Vernon MO","Osage township"," "," ","Richards, MO",88,0.125 
"64778","29217","61634"," "," ","Vernon MO","Richland township"," "," ","Richards, MO",235,0.335 
"64778","29217","77740"," "," ","Vernon MO","Washington township"," "," ","Richards, MO",58,0.083 
"64779","29013","33310","28140"," ","Bates MO","Howard township","Kansas City, MO-KS"," ","Rich Hill, MO",132,0.049 
